Timestamp,GPU Utilization (%),GPU Memory Utilization (%)
1717955382,86,54
1717955383,80,60
1717955384,76,56
1717955385,80,60
1717955386,81,61
1717955387,91,37
1717955388,98,27
1717955389,81,62
1717955390,86,38
1717955392,78,56
1717955393,100,26
1717955394,82,45
1717955395,79,60
1717955396,78,60
1717955397,77,59
1717955398,89,41
1717955399,78,60
1717955400,79,58
1717955401,82,64
1717955402,79,60
1717955403,82,64
1717955404,83,64
1717955405,82,64
1717955406,82,65
1717955408,81,63
1717955409,80,62
1717955410,79,61
1717955411,82,64
1717955412,82,65
1717955413,100,27
1717955414,81,62
1717955415,85,62
1717955416,89,44
1717955417,83,65
1717955418,85,50
1717955419,77,57
1717955420,79,55
1717955421,82,59
1717955422,81,57
1717955424,73,53
1717955425,78,57
1717955426,78,58
1717955427,76,34
1717955428,78,59
1717955429,81,48
1717955430,79,60
1717955431,79,61
1717955432,79,60
1717955433,77,58
1717955434,100,25
1717955435,83,47
1717955436,96,30
1717955437,89,33
1717955438,82,55
1717955439,91,39
1717955441,78,52
1717955442,79,52
1717955443,83,48
1717955444,100,27
1717955445,100,25
1717955446,83,53
1717955447,82,53
1717955448,83,53
1717955449,95,34
1717955450,79,53
1717955451,97,26
1717955452,80,50
1717955453,83,47
1717955454,81,55
1717955455,80,54
1717955456,82,32
1717955457,100,25
1717955459,78,50
1717955460,80,53
1717955461,80,50
1717955462,81,53
1717955463,81,52
1717955464,87,53
1717955465,80,52
1717955466,80,52
1717955467,83,49
1717955468,83,45
1717955469,79,50
1717955470,100,27
1717955471,81,53
1717955472,78,52
1717955473,92,37
1717955475,93,29
1717955476,100,30
1717955477,79,47
1717955478,91,31
1717955479,89,32
1717955480,83,54
1717955481,82,59
1717955482,79,57
1717955483,88,45
1717955484,0,9
1717955485,82,42
1717955486,79,56
1717955487,79,57
1717955488,87,35
1717955489,79,58
1717955490,100,25
1717955492,79,57
1717955493,86,35
1717955494,79,59
1717955495,100,25
1717955496,78,56
1717955497,84,60
1717955498,100,27
1717955499,79,62
1717955500,82,62
1717955501,88,47
1717955502,83,62
1717955503,84,28
1717955504,89,58
1717955505,84,64
1717955506,93,39
1717955508,85,62
1717955509,85,63
1717955510,84,62
1717955511,83,62
1717955512,78,55
1717955513,78,55
1717955514,81,57
1717955515,75,53
1717955516,75,52
1717955517,100,25
1717955518,92,41
1717955519,97,58
1717955520,78,56
1717955521,80,45
1717955522,80,56
1717955523,77,58
1717955525,77,53
1717955526,78,53
1717955527,100,27
1717955528,93,26
1717955529,78,57
1717955530,81,59
1717955531,81,59
1717955532,92,39
1717955533,80,59
1717955534,76,56
1717955535,82,62
1717955536,79,60
1717955537,81,59
1717955538,92,25
1717955539,84,61
1717955540,83,61
1717955541,84,58
1717955543,76,57
1717955544,81,60
1717955545,79,49
1717955546,79,63
1717955547,80,60
1717955548,78,58
1717955549,83,62
1717955550,93,29
1717955551,80,62
1717955552,95,34
1717955553,85,35
1717955554,80,57
1717955555,100,26
1717955556,80,58
1717955557,76,62
1717955558,81,58
1717955560,83,50
1717955561,78,58
1717955562,79,58
1717955563,80,58
1717955564,78,57
1717955565,100,25
1717955566,93,39
1717955567,84,60
1717955568,95,35
1717955569,100,25
1717955570,86,51
1717955571,90,32
1717955572,76,55
1717955573,79,52
1717955574,79,57
1717955576,82,59
1717955577,82,61
1717955578,80,54
1717955579,100,25
1717955580,79,56
1717955581,81,59
1717955582,77,43
1717955583,79,58
1717955584,78,58
1717955585,80,59
1717955586,100,27
1717955587,76,55
1717955588,76,55
1717955589,77,57
1717955590,80,62
1717955591,81,61
1717955593,100,25
1717955594,97,32
1717955595,81,60
1717955596,81,60
1717955597,100,25
1717955598,82,58
1717955599,100,27
1717955600,100,25
1717955601,91,51
1717955602,82,57
1717955603,86,62
1717955604,84,58
1717955605,84,61
1717955606,81,59
1717955607,84,62
1717955608,100,25
1717955610,100,27
1717955611,86,50
1717955612,83,61
1717955613,86,62
1717955614,85,64
1717955615,44,33
1717955616,87,65
1717955617,96,32
1717955618,84,61
1717955619,83,61
1717955620,84,61
1717955621,100,25
1717955622,83,60
1717955623,87,63
1717955624,84,62
1717955626,100,40
1717955627,88,39
1717955628,80,61
1717955629,81,59
1717955630,81,60
1717955631,80,58
1717955632,77,57
1717955633,84,35
1717955634,87,43
1717955635,100,25
1717955636,82,60
1717955637,84,51
1717955638,82,61
1717955639,83,61
1717955640,82,61
1717955642,79,59
1717955643,100,25
1717955644,83,60
1717955645,82,59
1717955646,78,56
1717955647,100,27
1717955648,81,48
1717955649,83,57
1717955650,83,61
1717955651,81,59
1717955652,81,60
1717955653,82,60
1717955654,82,60
1717955655,85,62
1717955656,93,56
1717955658,79,55
1717955659,80,56
1717955660,80,57
1717955661,80,56
1717955662,83,58
1717955663,81,42
1717955664,78,56
1717955665,84,51
1717955666,79,59
1717955667,100,25
1717955668,83,55
1717955669,80,55
1717955670,80,53
1717955671,81,55
1717955672,84,55
1717955673,81,55
1717955675,77,43
1717955676,93,41
1717955677,80,56
1717955678,77,54
1717955679,85,46
1717955680,85,54
1717955681,79,54
1717955682,79,56
1717955683,82,57
1717955684,77,54
1717955685,78,54
1717955686,85,38
1717955687,93,53
1717955688,78,51
1717955689,85,48
1717955691,74,50
1717955692,78,53
1717955693,78,52
1717955694,83,44
1717955695,85,48
1717955696,81,47
1717955697,81,55
1717955698,81,55
1717955699,95,30
1717955700,89,41
1717955701,78,55
1717955702,76,54
1717955703,100,25
1717955704,81,55
1717955705,78,54
1717955706,78,54
1717955708,68,47
1717955709,89,27
1717955710,75,53
1717955711,79,51
1717955712,84,60
1717955713,100,26
1717955714,77,57
1717955715,80,61
1717955716,82,51
1717955717,77,56
1717955718,77,57
1717955719,77,56
1717955720,79,59
1717955721,87,41
1717955722,88,43
1717955723,97,34
1717955725,100,25
1717955726,83,56
1717955727,74,51
1717955728,79,56
1717955729,84,56
1717955730,84,60
1717955731,79,57
1717955732,80,58
1717955733,78,31
1717955734,82,41
1717955735,79,55
1717955736,100,27
1717955737,75,59
1717955738,100,27
1717955739,100,27
1717955740,83,46
1717955742,81,56
1717955743,79,59
1717955744,95,26
1717955745,100,27
1717955746,35,28
1717955747,83,62
1717955748,78,59
1717955749,93,41
1717955750,80,59
1717955751,100,26
1717955752,86,64
1717955753,100,27
1717955754,91,39
1717955755,87,61
1717955756,100,26
1717955757,84,59
1717955759,79,59
1717955760,100,27
1717955761,81,59
1717955762,83,59
1717955763,94,32
1717955764,89,42
1717955765,88,45
1717955766,80,63
1717955767,85,66
1717955768,83,64
1717955769,100,27
1717955770,86,51
1717955771,84,57
1717955772,92,36
1717955773,96,57
1717955774,78,54
1717955776,82,57
1717955777,82,58
1717955778,88,57
1717955779,76,54
1717955780,78,35
1717955781,82,56
1717955782,91,39
1717955783,80,57
1717955784,80,57
1717955785,80,58
1717955786,81,57
1717955787,82,57
1717955788,79,55
1717955789,100,26
1717955790,91,41
1717955792,100,26
1717955793,96,51
1717955794,76,57
1717955795,73,52
1717955796,78,58
1717955797,80,58
1717955798,89,42
1717955799,95,30
1717955800,78,58
1717955801,80,55
1717955802,94,26
1717955803,78,55
1717955804,84,30
1717955805,76,55
1717955806,78,57
1717955808,74,55
1717955809,80,60
1717955810,84,38
1717955811,78,58
1717955812,77,59
1717955813,79,57
1717955814,78,60
1717955815,88,36
1717955816,78,58
1717955817,86,46
1717955818,100,25
1717955819,96,33
1717955820,78,55
1717955821,82,58
1717955822,78,55
1717955823,100,26
1717955825,80,45
1717955826,80,58
1717955827,78,41
1717955828,94,31
1717955829,98,34
1717955830,85,63
1717955831,82,61
1717955832,86,60
1717955833,84,55
1717955834,95,29
1717955835,91,39
1717955836,81,56
1717955837,89,44
1717955838,81,58
1717955839,76,55
1717955841,78,56
1717955842,97,30
1717955843,80,46
1717955844,81,56
1717955845,76,53
1717955846,100,30
1717955847,84,49
1717955848,83,57
1717955849,85,47
1717955850,79,51
1717955851,82,51
1717955852,76,57
1717955853,80,60
1717955854,80,60
1717955855,78,62
1717955856,78,45
1717955858,80,47
1717955859,79,55
1717955860,79,60
1717955861,91,36
1717955862,84,60
1717955863,83,59
1717955864,82,50
1717955865,83,60
1717955866,100,25
1717955867,100,30
1717955868,92,38
1717955869,80,56
1717955870,80,46
1717955871,79,58
1717955873,100,27
1717955874,82,60
1717955875,81,54
1717955876,34,26
1717955877,79,58
1717955878,77,57
1717955879,81,60
1717955880,100,30
1717955881,78,58
1717955882,80,58
1717955883,81,62
1717955884,100,28
1717955885,79,62
1717955886,90,35
1717955887,99,27
1717955889,100,25
1717955890,90,49
1717955891,82,58
1717955892,100,26
1717955893,79,57
1717955894,77,56
1717955895,86,41
1717955896,100,27
1717955897,79,58
1717955898,93,25
1717955899,77,58
1717955900,82,64
1717955901,92,64
1717955902,81,64
1717955903,81,63
1717955905,92,44
1717955906,100,51
1717955907,81,59
1717955908,98,27
1717955909,79,57
1717955910,86,56
1717955911,100,25
1717955912,76,54
1717955913,81,58
1717955914,84,58
1717955915,82,58
1717955916,79,56
1717955917,83,59
1717955918,82,58
1717955919,87,45
1717955920,80,59
1717955922,83,61
1717955923,83,61
1717955924,97,34
1717955925,79,58
1717955926,82,42
1717955927,82,61
1717955928,83,61
1717955929,84,54
1717955930,75,54
1717955931,84,63
1717955932,80,60
1717955933,89,39
1717955934,83,50
1717955935,88,49
1717955936,87,43
1717955937,87,50
1717955939,95,30
1717955940,100,30
1717955941,84,63
1717955942,100,26
1717955943,82,62
1717955944,0,0
1717955945,72,55
1717955946,81,42
1717955947,84,59
1717955948,100,25
1717955949,82,56
1717955950,93,60
1717955951,83,59
1717955952,100,25
1717955953,90,42
1717955954,84,48
1717955956,79,48
1717955957,100,25
1717955958,93,62
1717955959,85,50
1717955960,78,58
1717955961,77,58
1717955962,100,25
1717955963,78,58
1717955964,79,59
1717955965,79,59
1717955966,78,58
1717955967,76,56
1717955968,82,62
1717955969,91,60
1717955970,81,60
1717955972,92,31
1717955973,78,55
1717955974,77,32
1717955975,100,25
1717955976,84,60
1717955977,86,53
1717955978,82,59
1717955979,80,50
1717955980,83,48
1717955981,81,59
1717955982,82,61
1717955983,83,62
1717955984,78,59
1717955985,80,60
1717955986,83,62
1717955988,85,56
1717955989,82,59
1717955990,81,56
1717955991,83,49
1717955992,83,56
1717955993,80,52
1717955994,100,26
1717955995,79,52
1717955996,79,51
1717955997,81,53
1717955998,100,31
1717955999,79,42
1717956000,78,55
1717956001,82,46
1717956002,79,55
1717956004,79,55
1717956005,92,34
1717956006,81,58
1717956007,78,56
1717956008,80,58
1717956009,89,34
1717956010,76,53
1717956011,83,55
1717956012,83,58
1717956013,83,57
1717956014,84,59
1717956015,80,55
1717956016,93,34
1717956017,86,46
1717956019,82,56
1717956020,88,39
1717956021,86,56
1717956022,100,27
1717956023,81,53
1717956024,100,27
1717956025,80,55
1717956026,88,56
1717956027,79,56
1717956028,80,56
1717956029,81,38
1717956030,77,57
1717956031,80,43
1717956032,93,38
1717956033,77,56
1717956035,88,48
1717956036,77,56
1717956037,81,42
1717956038,80,45
1717956039,83,60
1717956040,81,59
1717956041,100,40
1717956042,84,62
1717956043,77,58
1717956044,92,41
1717956045,85,39
1717956046,83,54
1717956047,80,58
1717956048,81,59
1717956049,82,53
1717956051,81,60
1717956052,85,39
1717956053,80,57
1717956054,81,58
1717956055,86,50
1717956056,100,28
1717956057,83,56
1717956058,84,59
1717956059,86,60
1717956060,100,25
1717956061,85,58
1717956062,85,58
1717956063,78,51
1717956064,81,54
1717956065,81,54
1717956067,79,52
1717956068,81,54
1717956069,95,27
1717956070,78,49
1717956071,100,25
1717956072,100,48
1717956073,82,51
1717956074,79,56
1717956075,100,27
1717956076,80,57
1717956077,80,57
1717956078,93,41
1717956079,80,59
1717956080,80,59
1717956081,79,59
1717956083,100,27
1717956084,100,25
1717956085,89,41
1717956086,100,30
1717956087,78,61
1717956088,80,59
1717956089,82,60
1717956090,92,35
1717956091,85,49
1717956092,82,58
1717956093,97,29
1717956094,88,40
1717956095,86,50
1717956096,79,58
1717956097,100,27
1717956099,83,51
1717956100,78,59
1717956101,77,55
1717956102,81,58
1717956103,79,60
1717956104,83,60
1717956105,81,58
1717956106,86,61
1717956107,95,35
1717956108,84,62
1717956109,84,62
1717956110,100,36
1717956111,88,66
1717956112,82,62
1717956113,86,66
1717956114,84,62
1717956116,80,61
1717956117,80,60
1717956118,80,60
1717956119,74,59
1717956120,84,59
1717956121,85,59
1717956122,77,56
1717956123,80,58
1717956124,82,60
1717956125,88,49
1717956126,79,62
1717956127,83,60
1717956128,95,24
1717956129,68,48
1717956130,0,0
1717956132,97,30
1717956133,76,25
1717956134,83,59
1717956135,75,53
1717956136,86,45
1717956137,80,57
1717956138,83,51
1717956139,100,27
1717956140,82,59
1717956141,85,61
1717956142,82,60
1717956143,88,48
1717956144,96,26
1717956145,100,27
1717956146,100,25
1717956148,79,55
1717956149,82,57
1717956150,88,39
1717956151,80,57
1717956152,76,53
1717956153,95,54
1717956154,92,32
1717956155,80,57
1717956156,84,44
1717956157,79,60
1717956158,79,57
1717956159,83,59
1717956160,85,50
1717956161,81,60
1717956162,77,55
1717956164,82,58
1717956165,83,56
1717956166,87,50
1717956167,100,27
1717956168,77,59
1717956169,83,63
1717956170,86,69
1717956171,75,59
1717956172,83,25
1717956173,82,49
1717956174,81,60
1717956175,83,45
1717956176,82,27
1717956177,79,61
1717956178,86,43
1717956180,85,33
1717956181,100,25
1717956182,77,56
1717956183,80,61
1717956184,84,63
1717956185,98,30
1717956186,100,25
1717956187,84,62
1717956188,84,64
1717956189,100,25
1717956190,87,36
1717956191,80,58
1717956192,87,45
1717956193,83,64
1717956194,80,61
1717956196,86,32
1717956197,27,20
1717956198,79,59
1717956199,77,61
1717956200,88,41
1717956201,82,63
1717956202,78,56
1717956203,83,63
1717956204,100,27
1717956205,79,61
1717956206,78,59
1717956207,88,41
1717956208,80,62
1717956209,87,67
1717956210,100,25
1717956212,82,60
1717956213,78,58
1717956214,82,61
1717956215,81,60
1717956216,80,59
1717956217,88,39
1717956218,78,60
1717956219,81,62
1717956220,100,27
1717956221,80,61
1717956222,79,27
1717956223,81,62
1717956224,81,62
1717956225,100,27
1717956226,80,62
1717956228,87,40
1717956229,82,49
1717956230,80,54
1717956231,78,56
1717956232,82,59
1717956233,81,58
1717956234,100,34
1717956235,93,24
1717956236,81,58
1717956237,79,56
1717956238,79,59
1717956239,78,55
1717956240,100,25
1717956241,91,35
1717956242,81,57
1717956243,79,55
1717956245,80,56
1717956246,78,56
1717956247,100,55
1717956248,81,59
1717956249,88,35
1717956250,83,59
1717956251,77,56
1717956252,100,25
1717956253,82,58
1717956254,87,47
1717956255,83,57
1717956256,83,60
1717956257,93,33
1717956258,81,60
1717956259,80,49
1717956260,83,63
1717956262,79,57
1717956263,88,40
1717956264,83,63
1717956265,76,56
1717956266,92,36
1717956267,87,35
1717956268,78,59
1717956269,82,62
1717956270,78,59
1717956271,82,48
1717956272,81,63
1717956273,98,27
1717956274,81,50
1717956275,100,25
1717956276,78,54
1717956278,77,53
1717956279,78,54
1717956280,80,56
1717956281,85,42
1717956282,100,27
1717956283,76,52
1717956284,75,53
1717956285,80,58
1717956286,77,53
1717956287,77,55
1717956288,83,50
1717956289,100,27
1717956290,100,25
1717956291,79,52
1717956292,100,27
1717956293,93,32
1717956295,87,48
1717956296,74,62
1717956297,91,36
1717956298,92,36
1717956299,89,44
1717956300,76,59
1717956301,79,61
1717956302,78,61
1717956303,77,60
1717956304,79,61
1717956305,78,61
1717956306,78,61
1717956307,93,27
1717956308,81,32
1717956309,96,26
1717956310,73,54
1717956312,100,58
1717956313,100,27
1717956314,79,57
1717956315,80,58
1717956316,85,46
1717956317,87,51
1717956318,77,57
1717956319,94,32
1717956320,100,26
1717956321,81,59
1717956322,82,47
1717956323,78,57
1717956324,100,25
1717956325,82,57
1717956326,78,53
1717956327,100,25
1717956329,78,53
1717956330,47,32
1717956331,84,49
1717956332,81,53
1717956333,80,54
1717956334,80,54
1717956335,80,49
1717956336,79,52
1717956337,82,55
1717956338,81,55
1717956339,84,45
1717956340,81,57
1717956341,82,51
1717956342,85,62
1717956343,100,46
1717956345,78,58
1717956346,82,61
1717956347,86,54
1717956348,81,64
1717956349,80,51
1717956350,100,27
1717956351,81,49
1717956352,100,49
1717956353,74,57
1717956354,100,24
1717956355,79,60
1717956356,87,27
1717956357,80,62
1717956358,76,59
1717956359,100,25
1717956360,80,49
1717956362,80,60
1717956363,76,56
1717956364,77,57
1717956365,83,62
1717956366,100,31
1717956367,97,27
1717956368,78,60
1717956369,83,64
1717956370,100,30
1717956371,83,54
1717956372,85,53
1717956373,87,54
1717956374,84,56
1717956375,90,49
1717956376,86,64
1717956377,84,63
1717956379,79,59
1717956380,100,25
1717956381,86,57
1717956382,81,48
1717956383,100,27
1717956384,89,42
1717956385,76,52
1717956386,81,54
1717956387,77,52
1717956388,90,33
1717956389,100,27
1717956390,0,0
1717956391,78,56
1717956392,97,35
1717956393,76,51
1717956394,93,32
1717956396,77,53
1717956397,78,56
1717956398,88,39
1717956399,80,53
1717956400,80,53
1717956401,93,36
1717956402,87,37
1717956403,81,55
1717956404,82,52
1717956405,84,51
1717956406,77,52
1717956407,81,56
1717956408,90,36
1717956409,77,55
1717956410,84,43
1717956411,100,25
1717956413,72,54
1717956414,77,54
1717956415,100,27
1717956416,77,55
1717956417,80,55
1717956418,89,38
1717956419,83,59
1717956420,79,57
1717956421,80,58
1717956422,80,56
1717956423,81,48
1717956424,79,57
1717956425,79,57
1717956426,100,30
1717956427,76,48
1717956429,77,54
1717956430,80,51
1717956431,93,33
1717956432,78,57
1717956433,90,59
1717956434,97,29
1717956435,78,60
1717956436,77,59
1717956437,89,32
1717956438,90,38
1717956439,82,48
1717956440,100,25
1717956441,86,39
1717956442,79,58
1717956443,78,58
1717956444,78,61
1717956446,90,41
1717956447,97,34
1717956448,86,48
1717956449,93,25
1717956450,79,55
1717956451,100,25
1717956452,89,37
1717956453,81,57
1717956454,79,56
1717956455,85,49
1717956456,91,41
1717956457,84,62
1717956458,83,54
1717956459,78,43
1717956460,79,58
1717956461,81,60
1717956463,93,33
1717956464,82,54
1717956465,78,45
1717956466,81,56
1717956467,79,57
1717956468,92,37
1717956469,83,45
1717956470,100,27
1717956471,80,59
1717956472,81,55
1717956473,100,25
1717956474,76,47
1717956475,77,54
1717956476,82,58
1717956477,100,26
1717956479,78,56
1717956480,82,57
1717956481,93,27
1717956482,100,25
1717956483,84,64
1717956484,100,30
1717956485,77,57
1717956486,81,60
1717956487,75,55
1717956488,85,47
1717956489,83,56
1717956490,86,64
1717956491,87,65
1717956492,83,65
1717956493,87,66
1717956494,83,65
1717956496,84,65
1717956497,100,26
1717956498,87,57
1717956499,76,56
1717956500,79,61
1717956501,78,58
1717956502,88,42
1717956503,100,25
1717956504,82,56
1717956505,77,55
1717956506,79,55
1717956507,82,58
1717956508,78,44
1717956509,82,58
1717956510,82,44
1717956512,82,32
1717956513,80,38
1717956514,100,27
1717956515,86,55
1717956516,84,60
1717956517,79,57
1717956518,93,32
1717956519,94,40
1717956520,79,59
1717956521,82,53
1717956522,83,62
1717956523,81,61
1717956524,78,59
1717956525,93,32
1717956526,100,25
1717956528,83,53
1717956529,81,60
1717956530,82,61
1717956531,78,57
1717956532,80,60
1717956533,79,60
1717956534,86,47
1717956535,85,57
1717956536,80,59
1717956537,78,46
1717956538,82,48
1717956539,77,60
1717956540,95,29
1717956541,80,62
1717956542,95,35
1717956544,77,60
1717956545,77,60
1717956546,80,61
1717956547,76,58
1717956548,100,27
1717956549,77,55
1717956550,78,55
1717956551,82,56
1717956552,78,56
1717956553,78,58
1717956554,81,47
1717956555,76,56
1717956556,79,57
1717956557,86,38
1717956558,75,57
1717956559,80,59
1717956561,100,27
1717956562,75,57
1717956563,82,55
1717956564,100,26
1717956565,77,57
1717956566,100,27
1717956567,77,57
1717956568,86,36
1717956569,77,56
1717956570,84,37
1717956571,88,48
1717956572,74,55
1717956573,79,60
1717956574,79,41
1717956575,82,60
1717956577,100,26
1717956578,85,63
1717956579,100,25
1717956580,93,33
1717956581,97,34
1717956582,79,59
1717956583,84,62
1717956584,97,25
1717956585,100,30
1717956586,80,58
1717956587,100,30
1717956588,81,61
1717956589,90,38
1717956590,82,62
1717956591,85,53
1717956592,84,46
1717956594,82,63
1717956595,79,56
1717956596,81,52
1717956597,79,61
1717956598,83,48
1717956599,95,58
1717956600,78,55
1717956601,79,56
1717956602,97,25
1717956603,78,55
1717956604,89,39
1717956605,81,56
1717956606,77,53
1717956607,80,45
1717956608,100,30
1717956610,80,42
1717956611,79,36
1717956612,82,37
1717956613,78,53
1717956614,79,54
1717956615,90,44
1717956616,80,58
1717956617,76,54
1717956618,84,41
1717956619,86,50
1717956620,82,55
1717956621,79,54
1717956622,82,30
1717956623,79,43
1717956624,81,55
1717956625,80,54
1717956627,100,51
1717956628,100,25
1717956629,100,25
1717956630,77,52
1717956631,79,53
1717956632,94,33
1717956633,96,30
1717956634,79,52
1717956635,83,50
1717956636,79,53
1717956637,80,55
1717956638,79,53
1717956639,83,41
1717956640,80,56
1717956641,91,31
1717956642,90,40
1717956644,77,56
1717956645,94,33
1717956646,30,22
1717956647,80,57
1717956648,78,55
1717956649,80,56
1717956650,82,53
1717956651,87,38
1717956652,78,53
1717956653,78,54
1717956654,78,41
1717956655,79,55
1717956656,74,50
1717956657,100,30
1717956658,80,57
1717956660,80,46
1717956661,84,58
1717956662,92,39
1717956663,76,53
1717956664,84,46
1717956665,81,58
1717956666,81,57
1717956667,79,57
1717956668,87,30
1717956669,85,47
1717956670,82,57
1717956671,79,56
1717956672,92,39
1717956673,78,26
1717956674,82,49
1717956676,77,55
1717956677,77,54
1717956678,79,56
1717956679,77,53
1717956680,93,32
1717956681,78,52
1717956682,87,44
1717956683,100,27
1717956684,76,54
1717956685,97,57
1717956686,90,40
1717956687,85,45
1717956688,83,59
1717956689,78,49
1717956690,78,48
1717956692,79,54
1717956693,79,54
1717956694,84,50
1717956695,83,59
1717956696,100,25
1717956697,82,55
1717956698,100,25
1717956699,81,58
1717956700,100,27
1717956701,100,27
1717956702,80,59
1717956703,100,25
1717956704,83,60
1717956705,81,59
1717956706,82,59
1717956707,81,58
1717956709,80,59
1717956710,81,57
1717956711,78,51
1717956712,75,54
1717956713,82,39
1717956714,79,55
1717956715,100,27
1717956716,100,25
1717956717,79,57
1717956718,85,64
1717956719,85,64
1717956720,100,31
1717956721,81,55
1717956722,79,59
1717956723,81,60
1717956725,81,57
1717956726,81,47
1717956727,77,58
1717956728,88,35
1717956729,78,60
1717956730,77,59
1717956731,85,51
1717956732,80,61
1717956733,81,64
1717956734,96,34
1717956735,81,61
1717956736,81,62
1717956737,81,60
1717956738,79,57
1717956739,81,59
1717956740,98,25
1717956742,77,56
1717956743,80,59
1717956744,95,25
1717956745,80,58
1717956746,82,48
1717956747,82,60
1717956748,95,29
1717956749,79,50
1717956750,81,60
1717956751,79,58
1717956752,81,60
1717956753,92,36
1717956754,77,59
1717956755,75,57
1717956756,89,43
1717956758,97,29
1717956759,81,63
1717956760,82,43
1717956761,81,58
1717956762,85,42
1717956763,79,59
1717956764,79,60
1717956765,79,60
1717956766,97,37
1717956767,77,61
1717956768,82,64
1717956769,100,28
1717956770,83,58
1717956771,87,35
1717956772,79,56
1717956774,81,58
1717956775,82,57
1717956776,13,10
1717956777,78,53
1717956778,78,54
1717956779,82,54
1717956780,81,53
1717956781,80,53
1717956782,100,26
1717956783,81,52
1717956784,97,29
1717956785,80,53
1717956786,81,30
1717956787,80,53
1717956788,100,26
1717956790,87,57
1717956791,81,34
1717956792,100,27
1717956793,70,50
1717956794,76,55
1717956795,80,58
1717956796,89,46
1717956797,100,27
1717956798,72,52
1717956799,100,25
1717956800,77,51
1717956801,77,52
1717956802,83,58
1717956803,100,25
1717956804,83,57
1717956805,80,49
1717956807,93,27
1717956808,80,48
1717956809,98,27
1717956810,95,39
1717956811,80,60
1717956812,80,59
1717956813,79,59
1717956814,77,58
1717956815,77,61
1717956816,79,54
1717956817,79,59
1717956818,78,52
1717956819,79,55
1717956820,100,25
1717956821,76,53
1717956822,80,56
1717956824,78,55
1717956825,77,54
1717956826,81,57
1717956827,83,60
1717956828,86,41
1717956829,80,59
1717956830,88,39
1717956831,84,58
1717956832,84,59
1717956833,84,59
1717956834,83,46
1717956835,80,56
1717956836,85,62
1717956837,82,59
1717956838,94,41
1717956839,97,29
1717956841,84,62
1717956842,96,36
1717956843,84,62
1717956844,77,58
1717956845,80,61
1717956846,79,60
1717956847,85,60
1717956848,79,61
1717956849,81,46
1717956850,78,58
1717956851,81,58
1717956852,77,59
1717956853,85,49
1717956854,79,55
1717956855,86,46
1717956857,77,55
1717956858,80,56
1717956859,85,56
1717956860,89,39
1717956861,87,42
1717956862,81,57
1717956863,77,54
1717956864,84,47
1717956865,81,55
1717956866,81,54
1717956867,85,43
1717956868,98,31
1717956869,81,50
1717956870,80,46
1717956871,78,53
1717956873,80,50
1717956874,80,57
1717956875,84,49
1717956876,100,25
1717956877,85,46
1717956878,83,49
1717956879,81,54
1717956880,89,42
1717956881,81,52
1717956882,81,55
1717956883,81,55
1717956884,80,54
1717956885,82,55
1717956886,82,53
1717956887,100,25
1717956889,84,54
1717956890,82,54
1717956891,88,43
1717956892,85,45
1717956893,81,57
1717956894,100,26
1717956895,80,58
1717956896,100,27
1717956897,79,57
1717956898,78,58
1717956899,93,38
1717956900,79,59
1717956901,79,60
1717956902,93,39
1717956903,82,63
1717956905,81,62
1717956906,81,63
1717956907,82,62
1717956908,80,60
1717956909,87,50
1717956910,80,61
1717956911,78,58
1717956912,84,63
1717956913,87,41
1717956914,73,52
1717956915,90,36
1717956916,100,30
1717956917,80,60
1717956918,78,57
1717956919,81,59
1717956920,81,58
1717956922,83,51
1717956923,79,59
1717956924,80,48
1717956925,81,53
1717956926,81,60
1717956927,80,59
1717956928,95,30
1717956929,89,39
1717956930,84,54
1717956931,83,49
1717956932,82,55
1717956933,94,35
1717956934,79,54
1717956935,93,34
1717956936,76,31
1717956938,79,51
1717956939,80,47
1717956940,81,54
1717956941,79,52
1717956942,82,55
1717956943,82,55
1717956944,78,54
1717956945,88,45
1717956946,83,44
1717956947,78,55
1717956948,100,49
1717956949,92,35
1717956950,83,56
1717956951,83,56
1717956952,100,26
1717956954,81,53
1717956955,81,53
1717956956,87,30
1717956957,94,36
1717956958,88,34
1717956959,80,42
1717956960,80,54
1717956961,89,46
1717956962,100,27
1717956963,100,30
1717956964,80,55
1717956965,80,55
1717956966,100,53
1717956967,80,55
1717956968,81,56
1717956970,80,55
1717956971,81,52
1717956972,81,55
1717956973,87,48
1717956974,81,57
1717956975,86,44
1717956976,83,60
1717956977,100,30
1717956978,81,60
1717956979,81,59
1717956980,81,59
1717956981,81,62
1717956982,80,61
1717956983,79,60
1717956984,81,56
1717956986,100,37
1717956987,83,56
1717956988,100,25
1717956989,100,27
1717956990,78,63
1717956991,78,62
1717956992,96,34
1717956993,100,25
1717956994,77,60
1717956995,77,62
1717956996,94,26
1717956997,81,62
1717956998,80,65
1717956999,78,63
1717957000,78,63
1717957002,79,59
1717957003,78,63
1717957004,81,65
1717957005,80,65
1717957006,81,65
1717957007,81,65
1717957008,79,64
1717957009,79,64
1717957010,88,47
1717957011,81,65
1717957012,82,67
1717957013,91,42
1717957014,80,58
1717957015,82,67
1717957016,100,26
1717957017,82,67
1717957019,84,68
1717957020,85,69
1717957021,100,27
1717957022,100,25
1717957023,91,43
1717957024,84,68
1717957025,85,69
1717957026,79,27
1717957027,83,67
1717957028,84,68
1717957029,96,30
1717957030,80,65
1717957031,95,35
1717957032,83,47
1717957033,81,66
